sev,group,id,lens,kind,conf,title,location,evidence,rec
P3,,ins-12,Insurance/Claims CRM end to end: claim creation → scope of l,usability,confirmed,"Code authority is invisible from the claim: the register lives only inside the admin-only Desk, and the table is still empty 11 days after shipping",supplement.html Code authority card + code_letters.sql policies; index.html Resource Library card (the 'File it in the Supplement Desk' line); cr-claims-script has zero code_letters references,"code_letters: 0 rows live (verified 21 Aug; shipped 670 on 10 Aug, prompted by the Gunn denial and a real Brookville letter). The register UI and filing form exist only in supplement.html (admin-only); index.html's sole mention is the Resource Library card telling you to 'File it in the Supplement Desk under Code authority.' The claim screen — where a denial is actually being worked — never surfaces that a jurisdiction letter exists or is missing, and non-admins (who can read code_letters: select policy is any-authenticated) have no door to the register at all.","Seed the register with the letter that motivated it, and add a read-only 'Code letters for this jurisdiction' line to the claim's Settle or Client pane (the select policy already permits it) so the asset 670 built starts compounding."
P3,,ix-05,"Interaction states app-wide — empty, loading, error, confirm",consistency,confirmed,"OC Colors photo delete is one tap, permanent, and never asks — every other photo delete in the app confirms",index.html cr-occ block — removeOurs() and the `[data-del]` wiring in the renderer just above paintOptBtn(),"In the cr-occ block: `box.querySelectorAll('[data-del]').forEach(b => b.onclick = () => removeOurs(b.dataset.del, b))` and removeOurs() immediately deletes the oc_color_photos row and then removes the original, display and thumb objects from storage — no confirm(), no undo. The app's own convention everywhere else: gallery 'Delete this photo from the gallery?', report editor 'Remove this photograph from the report?…', punch 'Remove this photo from the punch-out?' (88 confirm() sites app-wide after the 737 audit). removeOurs does check the RLS-refusal-returns-no-rows case ('Not allowed — admin only.'), so error handling is fine; only the ask is missing.",Add the same one-line confirm the other three photo deletes use ('Delete this colour photo? The thumbnail and display copies go too.'). Admin-only does not make a stray tap on a 24px ✕ less permanent.
P3,,ix-06,"Interaction states app-wide — empty, loading, error, confirm",consistency,confirmed,"Feedback is split across three generations of mechanisms: 271 alert() sites, an app-wide toast with ~15 callers, and six module toast systems with different positions and durations","index.html — function toast( at five sites (estimates/claims/coach/ess/bulk), cr-undo-script, cr-toast-styles banner ('FIVE module-level toast helpers already existed…'), alert() across 49 blocks","jslex_count on 'alert(': 271 CODE hits across 49 blocks (2 comment hits excluded). The designed app-wide crToast (build 733: role=alert, errors persist, standalone-aware, stack capped) has ~15 direct call sites plus the 84 showError() funnel; beside it live .cr-toast (bottom 80px, 3.2s), .cr-c-toast (bottom 24px, 2.4s), .cr-k-toast (bottom 24px, 2.6s), .cr-ess-toast (bottom 24px, 4.2s, takes HTML), #cr-bulk-mount .toast (bottom 80px, 2.6s), and .cr-undo-toast (5s). The same act — a refused save — is a blocking system dialog on one screen, a green pill on another, and (per ix-02) nothing at all on a third.","Adopt a written rule — new feedback goes through crToast/window.toast only — and migrate opportunistically: the 735 window.toast adoption shows the cheap path (adopt the name, not the 271 call sites). Prioritise the screens used standalone on a phone, where alert() is at least visible but jarring and the low module toasts are not visible at all."
P3,,ix-07,"Interaction states app-wide — empty, loading, error, confirm",design,probable,Re-crewing silently retires the prior crew's work order — the 844 supersede has no notice in the create flow,"index.html main block — createWorkOrder, the '844: re-crewing' comment block; the tskModal markup above it (no supersede copy anywhere in the sheet)","The New Work Order flow (tskModal → createWorkOrder) contains no confirm/notice text about superseding: the 844 block finds same-trade active work orders and marks them 'superseded' without naming the crew being replaced or asking. The Magnet Board's cross-crew move at least implies replacement by gesture; an admin issuing a 'second' roofing work order from the client profile, thinking they are adding a helper crew, silently pulls the first crew's active order. The supersede behavior itself is Theo's settled 844 design — only the visibility is missing.","When the 844 lookup finds a same-trade active WO, show one line in the sheet before Create — 'This replaces the work order currently with <crew name> (WO-123). Their document is kept as history.' — or fold it into the existing Create tap as a confirm. Keeps the settled behavior, adds the missing sightline."
P3,,ix-08,"Interaction states app-wide — empty, loading, error, confirm",dead-end,confirmed,"window.CardinalUndo is exported and called by nothing — the app's only undo mechanism is dead, and no destructive action offers undo","index.html <script id=""cr-undo-script""> + <style id=""cr-undo-styles""> — enqueue()/dismiss(), the sole window.CardinalUndo reference","grep 'CardinalUndo' returns exactly one hit: the export line `window.CardinalUndo = { enqueue, dismiss }` in cr-undo-script. The full UI (timer ring, Undo button, .cr-undo-toast styles, escape-safe message) ships in every page load and has shipped unused since its build-186 callers were retired. Meanwhile archives, photo deletes, magnet moves and checklist unchecks are all one-way from the UI (confirm-then-commit, no undo), which is why 737 had to escalate deletes to typed-name confirmation.","Either wire enqueue() to the reversible-by-nature actions (archive partner/property/crew, magnet move, tray un-pick) — a 5s undo there is cheaper cognitively than confirm dialogs — or delete the module. Shipping a polished undo toast nobody can trigger is pure weight."
P3,,ix-09,"Interaction states app-wide — empty, loading, error, confirm",bug,confirmed,New overlays are still being authored below the standalone nav's 9990 — pickSigner sits at z 240 twenty lines from the field menu that learned the lesson at 9994,"index.html contract-editor region — pickSigner() ov.style.cssText ('z-index:240') vs openFieldMenu() ('z-index:9994'); scripts/sweep_navclear.py; OPEN_ITEMS.md 'NOT audited, all below 9990' layer","In the 964/965 contract-editor region: pickSigner()'s overlay is `position:fixed;inset:0;z-index:240` while openFieldMenu() in the same file region is z-index:9994 (correctly above `body.standalone #pwaNav{z-index:9990 !important}`). Below 9990 the opaque nav paints over the overlay's bottom strip AND stays tappable while the modal is up — a mis-tap near the bottom navigates the app underneath an open dialog. This is BUG_CLASSES 58, whose own sweep (sweep_navclear.py, build 961) counted 42 fixed inset:0 overlays under the nav with only 10 clear; 962/963 fixed the flush-bottom sheets and panes, but the remaining ~41 centred dialogs are explicitly parked awaiting Theo's call — and 965 shows the class still reproducing in brand-new code.",Decide the parked BUG_CLASSES 58 call and encode it: a one-line convention ('a modal overlay opened while #pwaNav is visible starts at 9994') plus keeping sweep_navclear.py in the pre-ship list would stop the class recurring; fix pickSigner's 240 now since it is on the kitchen-table signing path.
P3,,ix-10,"Interaction states app-wide — empty, loading, error, confirm",usability,probable,"Which screens survive being offline is invisible — updates queue on four tables, everything else fails loudly or (in Claims) invisibly, and nothing marks the difference","index.html — cr-outbox-script consumers (pdbQueueOffline, dbQueueOffline, tmQueueOffline, punch save) vs direct-write modules (claims block loadClaims/save toast paths, cr-cc, estimates); #cr-offline chip in cr-offline-script","The 865-869 outbox covers punch saves, projects (pdb.update), inspection_reports (db.update) and team_profiles; offline CREATE is deferred by Theo's pick (settled, not re-litigated). But claims edits, community bids, estimates, appointments, crew payments and comments still write directly: offline they surface as alert()s, module toasts (invisible in standalone per ix-02) or silent catches, with no consistent 'you're offline — this screen can't save yet' message and no affordance telling a crew in the field which screens are safe. The red OFFLINE chip (top centre) says the network state but not the capability boundary.","Make the boundary legible: when navigator.onLine is false, screens without outbox coverage should say so once ('Offline — viewing only on this screen; edits here can't be saved yet'), and offline-capable editors could carry a small 'saves offline' tick. Cheaper than extending the outbox everywhere, and it converts surprise failures into known limits."
P3,,ix-11,"Interaction states app-wide — empty, loading, error, confirm",content,probable,A failed materials/oc_colors fetch renders the agreement colour pickers silently empty at the kitchen table,index.html — async function wireColorSelects(doc) (the two catch-to-empty-array sites) and the `try{ await wireColorSelects(doc); }catch(_){}` call in the editor open path,"wireColorSelects(): `catch(_){ occ = []; }` and `catch(_){ mats = []; }` around the oc_colors and materials reads, and its caller wraps it again in `try{ await wireColorSelects(doc); }catch(_){}`. On a failed read the siding brand/line/colour and gutter colour selects render with only 'Other (see notes)' or nothing — no message, no retry — on the iPad-at-the-kitchen-table flow 964 was built for. First-ever use of a given select offline guarantees it (the 864 SW cache can only serve a query URL it has fetched before).","When a needed list comes back empty because the fetch failed (distinguish fetch-failed from genuinely-zero-rows), inject one disabled option — 'Couldn't load the colour list — check signal and reopen' — and toast once. A rep should never wonder whether Cardinal stopped carrying siding colours."
P3,names,fr-05,First-run learnability — fresh-eyes persona lens (Curtis/pro,consistency,confirmed,"'Portal' on the phone, 'CRM' on the desktop — two umbrella words for the same concept","index.html — navMenu Daily section, .cr-dh-switch title, #cbCrm aria-label, cr-menu-script apply()/renameSec('insurance','CRMs'), cr-banner-styles @media (max-width:900px)","Burger Daily row 'Switch Portal' (data-nav=""portal"" → CardinalPortal.pick()); the drawer head's switch button is titled 'Switch portal'. The desktop banner's switcher #cbCrm carries aria-label 'Switch CRM', and cr-menu-script's renameSec() renames the menu section to 'CRMs'. The .cbcrm chips are display:none under 900px, so a phone-first user only ever meets 'Portal' and a desktop user meets 'CRM' — the two never co-teach.","Pick one word (Portal reads friendlier) and use it in the chip aria-label, the menu section heading, and any toasts. One-line change per site."
P3,names,fr-12,First-run learnability — fresh-eyes persona lens (Curtis/pro,consistency,confirmed,"The insurance lane answers to three names: Insurance, Claims, and Cardinal Truth","index.html — cr-lr-script build() insurance course, #cbCrm chips, navMenu data-nav=""cardinaltruth"" + navsec 'Insurance', #cardinalTruthView .ins-h1","Landing course tile: 'Cardinal Truth' (subtitle teaches it); desktop CRM chip: 'Insurance'; body class/labels: Claims ('Cardinal Claims'); burger: a 'Cardinal Truth' row under a section renamed 'CRMs', plus a separate 'Insurance' tools section above it; the hub's own h1 is 'Cardinal Truth' with a literary lede. Charming for the team, but a new hire must learn that Insurance = Claims = Cardinal Truth = the teal lane, and the burger row carries no teaching subtitle.","Keep the brand name on the hub itself, but co-brand the doors: 'Cardinal Truth — Insurance' on the burger row and landing tile title, so the two vocabularies teach each other instead of competing."
P3,,naming-07,Client-facing presentation suite — Showcase/Walk/Hall of Fam,consistency,confirmed,"One suite, three vocabularies: Showroom/Presentations/Showcase name overlapping things, Hall of Fame is 'Workmanship' on the Vision hub, and the Visualizer is 'Exterior Designer', 'Designer' and 'Cardinal Exterior Visualizer' depending on the door",index.html — landing .cr-lr-show tiles and visionHtml() (~48476-48633); cr-show-script renderTabs()/render() h1; visualizer/index.html #vzSignin h1,"Landing tile: 'Showroom'; Vision hub primary tile: 'Presentations' with sub 'Showroom — Showcase, Workmanship & The Walk'; the module's h1 is 'Showcase' with a tab also named 'Showcase' beside 'Hall of Fame' (the surface the hub calls Workmanship); landing tile 'Exterior Designer', hub tile 'Designer', the destination's own h1 'Cardinal Exterior Visualizer'. A rep telling Theo 'it's in Workmanship' and a customer reading 'Hall of Fame' are looking at the same screen.","Pick one public name per surface (e.g. Showroom = the locked mode, Showcase = the tab, Hall of Fame everywhere, Designer everywhere) and sweep the five door labels — it is copy only, no mechanism."
P3,,nav-05,"Global navigation & information architecture (drawer, Card S",bug,confirmed,Banner routes bypass the crOpen* wrappers the app built for exactly this — estimates/pricing open without hideAllViews or sibling-mount cleanup,"index.html: cr-banner-script ROUTES ('track:', 'aiest:', 'pricing:'); crOpenEstimates/crOpenPricing definitions near 'window.crHideOtherMounts'; AI-estimates module mount()/showList()","ROUTES track/aiest call CardinalEstimates.open (showList → mount() sets MOUNT.style.display='block' only; no hideAllViews in the module) and pricing calls CardinalPricing.open (show() likewise — 'hideAllViews in pricing block: False'), while the drawer routes through crOpenEstimates/crOpenPricing which run styleMounts() + hideAllViews() + crHideOtherMounts(). The mounts are position:fixed inset:0 z-200 via styleMounts() at boot, so the screen is covered visually, but the underlying view stays display:block, scroll-locked state and the navRestore comment's own warning ('restoring through .open() alone would have left the mount unstyled') both apply on any load where styleMounts has not yet stamped the mount.","Change ROUTES to the wrappers the drawer already uses: track/aiest → crOpenEstimates, pricing → crOpenPricing — three string edits, one behavior per destination."
P3,,nav-07,"Global navigation & information architecture (drawer, Card S",usability,confirmed,"Self Check lands in a different place for every role: under Admin for admins, floating BELOW the version stamp on non-admin phones, and in a synthetic 'More' section on the non-admin rail","index.html: cr-sc-script addMenuItem() (anchor regex /health check|admin|audit/i, else menu.appendChild); cr-lnav-script scrape() 'More' bucket comment","cr-sc-script addMenuItem() anchors on the first navopt matching /health check|admin|audit/i; for non-admins none exists, so it falls to menu.appendChild(btn) — after the data-cr-footer build stamp and text-size row, outside every section, visible even when all sections are collapsed. The rail's scrape() buckets section-less rows into a 'More' group (comment: 'Sales Floor and Self Check are appended past the last .navsec... Bucket them'), so a rep's desktop grows a one-item 'More' card while an admin sees the same tool under Admin.","Give the non-admin path a real anchor (e.g. insert before #signOutBtn inside Account, or into Resources), so the row sits in a named section on every role."
P3,,nav-08,"Global navigation & information architecture (drawer, Card S",dead-end,confirmed,"Recents is a screen with no door: the menu row is hidden for everyone and the home strip is force-hidden, but the markup, LIST_DEFS entry and module all remain","index.html: cr-menu-script apply() hideOpt('recents'); cr-home-cleanup-styles '#cr-recents{display:none !important}'; LIST_DEFS.recents in the main block; navopt data-nav=""recents"" (~3681)","apply() in cr-menu-script calls hideOpt('recents') unconditionally; cr-home-cleanup-styles ships '#cr-recents{display:none !important}' killing the home-screen strip; openList('recents') is reachable only through the navopt fallback (openList( has exactly two call sites: the dispatch fallback and its own definition), and the only data-nav=""recents"" row is the hidden one. So LIST_DEFS.recents ('Your most recently updated documents across every client') and the cr-recents strip module are shipped, styled, and unreachable.","Decide it: either restore one door (the drawer row is one hideOpt deletion away) or retire the row, the LIST_DEFS entry and the strip module together and record it in the changelog so the next audit doesn't re-find it."
P3,,nav-09,"Global navigation & information architecture (drawer, Card S",design,confirmed,Portal entry is asymmetric and the 'CRMs' section now holds exactly one row — insurance keeps a standing door in retail while production/community need the picker or landing,"index.html: cr-menu-script renameSec('insurance','CRMs') + addCommunityItems() anchor comment; #navMenu navsec 'Insurance'→CRMs (~3675); .cr-dh-switch in drawer head (~3617) vs data-nav=""portal"" row (~3624)","After 953 moved Community Hub/Partners/Prospects under the portal-scoped Community section (hidden outside the community portal) and renameSec() turned the last 'Insurance' heading into 'CRMs', the CRMs section contains only Cardinal Truth — a plural heading over one row that is itself a portal door. From retail, insurance is 1 row away (Cardinal Truth) but community and production require Switch Portal (a picker sheet) or the landing; the drawer also carries TWO portal switchers (the 924 header .cr-dh-switch icon button and the 799 'Switch Portal' Daily row), both calling CardinalPortal.pick(). The scoping itself is Theo's settled 955/956 pick — only the leftover asymmetries are flagged.","Either give CRMs one door per portal (Cardinal Truth, Community Hub, Production hub — mirroring what the landing offers) or rename the one-row section 'Insurance CRM'; and keep a single portal switcher in the drawer."
P3,,occ-chip-09,Client-facing presentation suite — Showcase/Walk/Hall of Fam,usability,confirmed,"OC Colors filter chips are 36px (and the photo-delete 32px) — under the project's own 44px presentation-surface floor, missed by both the 592 and 944 passes","index.html <style id=""cr-occ-styles""> — .occ-chip rule and the admin delete button rule (630 comment)","cr-occ-styles: `#cr-occ .occ-chip{min-height:36px;…}` and the 630 delete button `width:32px;height:32px`; every other cr-occ control (.occ-back, .occ-tab, detail buttons) declares min-height:44px, and cr-show-styles stamps '44px is the floor on a screen you hand across a table' on every control. Build 944's walk measured app screens (clients, leads, pay, suppliers, cardinaltruth) and never rendered the cr-occ view, so the chips survived both passes.","Raise .occ-chip to min-height:44px (the pill padding absorbs it); the admin-only 32px delete can stay if deliberate, but say so in the block the way 944 documents its exceptions."
P3,,prod-07,"Production workflow end to end at build 965 — hub, punch car",bug,confirmed,"Check-out's 'back on this tomorrow' carries the stale scheduled_time to the new day, violating the module's own 882 invariant",index.html — cr-pk-script checkOut() (patch construction) vs saveWhen() and cr-punch-script's puShAssign patch,"cr-pk-script checkOut(): if(back) patch.scheduled_at = nextWorkDay(now); — scheduled_time is not touched. The same module's saveWhen() enforces the rule with a comment ('882: … clearing the date clears the time too': scheduled_time only kept when the date is unchanged), and The Line's Assign sheet does the same ('882 invariant: a changed date drops the old time'). A repair scheduled 'Aug 20 · 2:30 PM', checked out unfinished with 'yes, tomorrow', renders 'Aug 21 · 2:30 PM' — a time nobody chose for that day, shown on the card, The Line and the board.",Add scheduled_time:null to the carry patch (or preserve it deliberately and update the two invariant comments — but null matches the stated rule).
P3,,prod-09,"Production workflow end to end at build 965 — hub, punch car",consistency,confirmed,Weather shows on the hub calendars and Magnet Board headers but not on the Schedule Board — the surface where the build day is actually booked,"index.html — cr-sbwide-script (no CardinalWx), openScheduleBoard/.bday cells; cr-wx-script window.CardinalWx.cell","CardinalWx appears 13 times in index.html: cr-pb-script (wxc on both month grids and the agenda rule), cr-disp-script (wxCell on day headers), and cr-wx-script itself. Zero references in cr-sbwide-script and zero in the openScheduleBoard region — measured by count. Build 766's own record says 'Curtis schedules on the Schedule Board, which writes appointments kind job', and 959's rationale was 'the weather comes to the calendar Curtis actually uses' — but the screen where the date is chosen has no forecast, so the wet-day check happens after booking, on a different screen.",Add CardinalWx.cell(ymd) to the Schedule Board's day headers (both the 14-day list and the 917 wide grid) — the module was factored out at 959 precisely so a second consumer is one call.
P3,,prod-11,"Production workflow end to end at build 965 — hub, punch car",usability,confirmed,"Native dialogs on the field's highest-frequency moments: an ambiguous check-out confirm, and single-line prompt() for multi-line field notes",index.html — cr-pk-script checkOut() confirm; flagSupplement() prompt; tickStep() note prompt,"checkOut(): window.confirm('Not finished yet.\n\nBack on this tomorrow?') — OK reschedules, Cancel checks out without moving the date; nothing on the OS buttons says so, and a crew member wanting 'just check out' may hit Cancel fearing it cancels the check-out. flagSupplement(): prompt('What did you find that is outside the original scope?') and tickStep()'s note gate use prompt() — a single-line OS input for what is naturally a multi-line field note, on the same app that replaced native dialogs with tappable choosers for signing at 887 ('a homeowner typing a number on an iPad').","Replace the confirm with a two-button in-card chooser ('Move to tomorrow' / 'Just check out' — ≥48px, the 887 pattern) and the two prompts with a small textarea sheet; the card already owns sheets and the pattern exists."
P3,,prod-12,"Production workflow end to end at build 965 — hub, punch car",usability,probable,The Field Ticket renders at fixed letter width on the phone — two-axis panning and small tap targets for the crew's on-screen checkboxes,index.html — ESTIMATE_BASE_RAW body rule + its 640px media block; #reportFrameWrap/#reportFrame styles (~line 364); buildEstimate isWO branch,"ESTIMATE_BASE_RAW's body is width:8.5in (≈816px) with no viewport meta and no phone-width layout — the only @media screen and (max-width:640px) rule collapses .specgrid/.soptrow columns. #reportFrame is width:100% of a ~390px phone viewport with no scale/zoom transform (grepped), so the WO the crew is meant to tap checkboxes on (889: 'the crew taps them on screen') pans horizontally inside the 858 scroll region, and .cbx targets render well under the 44px floor at document scale. Theo's on-site testing (890-891) produced six content fixes but no layout complaint, so this may be tolerable in practice — flagging as friction, not breakage.","For screen only (never print), add a max-width:640px rule to the shared template that sets body{width:auto;padding:12px} and lets .meta tables wrap — or scale the iframe content to fit-width on phones; keep @page Letter untouched."
P3,,rep-07,"Sales rep's world + Theo's owner tools (lead capture, Leads ",usability,confirmed,Assignment pushes never deep-link — notifyTeam() drops the url the route and service worker already support,"index.html: function notifyTeam(to, subject, bodyHtml); api/notify.js url handling; sw.js notificationclick","api/notify.js reads {emails, title, body, url} and web-pushes {title, body, url}; sw.js's notificationclick does clients.openWindow(data.url || '/'). But notifyTeam(to, subject, bodyHtml) takes no url parameter and never sends one, so every push — including 901's 'Lead assigned to you' whose body literally says 'Open Cardinal to see it' — opens the landing and leaves Nick to find the lead by search.","Add an optional url argument to notifyTeam (one chokepoint, twelve call sites) and pass a client-open deep link (the app already restores views via navRestore keys) from the 901 sites."
P3,,rep-08,"Sales rep's world + Theo's owner tools (lead capture, Leads ",dead-end,confirmed,Storm Data ends at looking — reports and map pins are dead ends with no route to the streets they name,"index.html cr-storm-script: paint() report rows, drawMap() bindPopup; api/storm.js days_grouped sort","Each report row renders magnitude/city/county/miles and the map pins bindPopup(magnitude/city/date) — no tap action, no open-in-maps link, no bridge to the Leads & Jobs map (which already exists and shows the client base) to see existing customers/leads inside the hit area. The day windows are 30/120/365 with a 120-day default; the morning after a storm, the newest day does lead the list (server sorts day desc), but a '7 days' preset would match the actual use. The Door Knocking pane's step 1 sends reps here, so the screen IS positioned as the start of the knock-a-street workflow it cannot finish.","Make each report/pin actionable with existing pieces only: an 'Open in Maps' geo link per report, and a 'Clients near here' jump that opens Leads & Jobs with the geo filter pre-filled — no new vendor, no new dependency."
P3,,rep-09,"Sales rep's world + Theo's owner tools (lead capture, Leads ",consistency,confirmed,Two parallel 'Reminder' systems for the same admin — appointment-reminders and Owner Console reminders share a name but not a store or a delivery,index.html: newMenu 'reminder' branch in the main block; cr-owner-script Quick Reminders section; api/digest.js owner_reminders fetch,"'+ New → Reminder' (newMenu handler) prompts title+days and creates an appointment '⏰ title' at 9:00 AM (adb.create, shows on the calendar and rides the digest as an appointment). The Owner Console's Quick Reminders (897/898) live in owner_reminders with repeat rules and an opt-in digest ping, and 'shown in the brief; that is the delivery'. Theo setting a reminder in one place and expecting the other's behaviour (calendar presence vs digest ping vs repeat) gets a different contract under the same word.","Either route '+ New → Reminder' into owner_reminders for admins, or rename one surface ('Reminder' vs 'Calendar note') so the two contracts stop sharing a name."
P3,,rep-10,"Sales rep's world + Theo's owner tools (lead capture, Leads ",usability,confirmed,In the Insurance portal the Sell section hides — taking the objection deck (whose 'claim' category answers claim objections) out of the menu exactly where claims work happens,index.html cr-menu-script: syncPortalSections() line with findSec('sell'); OBJECTIONS.claim in cr-sf-script / the objections table's claim category,"syncPortalSections(): setSectionHidden(findSec('sell'), !(p === 'retail' || p === 'sales')) — the Sell heading and its rows (Sales Floor, Storm Data, Quick Inspection…) hide in the insurance/production/community portals. The deck's 'claim' category ('I don't want my rates to go up', 'The adjuster said it's just wear and tear') is precisely the conversation a rep has while standing in the insurance portal; reaching it requires switching portals or knowing the Quick jump palette. The portal-scoping itself is Theo's 953 pick — this flags the one consequence, not the design.","Keep the sections as picked, but leave one cross-portal door to the Coach — e.g. an 'Objection Coach' row inside the Insurance section, or keep the Sales Floor row visible in all portals the way Suppliers deliberately stays in Daily."
P3,,rep-11,"Sales rep's world + Theo's owner tools (lead capture, Leads ",consistency,confirmed,lead_status ('Not Contacted'/'Contacted') is captured at creation and then never updated by anything — it can contradict the stage forever,"index.html: ldSave payload (lead_status), Lead Details card render (~'Status:' concat), contactedBtn handler",grep shows exactly two lead_status sites: the New Lead save (writes it) and the Lead Details card (renders 'Status: ' + L.lead_status). The real contact state is driven by stage ('✓ Contacted → Prospect' button calls setStage). A lead advanced to Prospect — or all the way to Closed — still renders its creation-time 'Not Contacted' on the Lead Details card.,"Either drop the field from the form and card, or have the contactedBtn/stage advance update it; a field with one writer at birth and no maintainer should not render as current status."
P3,,ret-06,Retail client workflow end-to-end: lead capture → client lis,bug,confirmed,An OnHold job's profile banner can never be relabeled — titleCase('ONHOLD') misses the 'OnHold' key on insurance and community,index.html — cr-insstage's relabel()/titleCase() (`var mid = document.querySelector('.dbstage .dbstgmid b')` block) and cr-comstage's identical pair; the `esc(stg.toUpperCase())` write in renderAcxOverview(),"renderAcxOverview writes `stg.toUpperCase()` ('ONHOLD') into `.dbstgmid b`; both relabel scripts do `INS_LABEL[titleCase(mid.textContent)]` / `COM_LABEL[titleCase(...)]`, and titleCase lowercases the tail — executed in node: 'OnHold' → banner 'ONHOLD' → lookup 'Onhold' → NO MATCH (Lead/Prospect relabel fine). So a parked community job reads 'Awaiting Funding' in the Client Directory and hub (the 710 fix) but raw 'ONHOLD' on its own profile banner; insurance likewise shows 'ONHOLD' instead of 'ON HOLD'. Parked jobs exist in production (931: the 3 legacy unassigned rows include OnHold; community check_back_at flow).",Look up the label from normStage(currentProject.stage) instead of round-tripping the rendered text through titleCase — the project is in scope in both scripts; or special-case 'ONHOLD' → 'OnHold'.
P3,,ret-07,Retail client workflow end-to-end: lead capture → client lis,dead-end,confirmed,The stage <select> is permanently invisible and OnHold is unreachable from the retail profile,index.html — #stageSel markup in .projhead; acxNext()'s and the stage-bar's ORD arrays in renderAcxOverview(); the stageSel populate/change IIFE below setStage(); cr-insstage's relabel/restoreSelect,"`<select id=""stageSel"" style=""display:none;"">` — zero `#stageSel` CSS rules exist file-wide (grep -c = 0), so nothing ever shows it; yet it is populated from STAGES, wired to setStage, kept in sync by openProject, and relabeled/restored by cr-insstage ('the hidden <select> used by the profile tab'). It is the only UI listing all nine stages. The visible stage machine (arrows + ⋮) walks ORD = [Lead,Prospect,Approved,Scheduled,Completed,Invoiced,Closed] — no OnHold, so a retail job waiting on financing cannot be parked from its profile (insurance/community have their own OnHold paths), and a job already OnHold gets no back arrow (ORD.indexOf('OnHold') = -1) — only Advance/Mark Lost.","Decide the control's fate: either delete stageSel and its three maintenance sites, or surface a 'Put on hold' option in the ⋮ menu (with OnHold in the back-arrow map) if retail parking is wanted — ask Theo, since OnHold's semantics were born in Community."
P3,,ret-08,Retail client workflow end-to-end: lead capture → client lis,usability,confirmed,"The Notifications tile is a duplicate door — it opens the same unfiltered chat as Communication, one row above it",index.html — the Job Menu jt() rows and the `[data-jm]` click router inside renderAcxOverview(),"Job Menu renders `jt(dbIc('comms'),'Communication', commsCount(pr),'comms')` and `jt(dbIc('bell'),'Notifications', mentions,'notifs')` adjacent; the router is `if(act === 'comms' || act === 'notifs'){ openCommunications(); }` — identical destination, no scroll-to or filter-to-mentions. The mentions count (checklist.comments containing '@firstname') sets an expectation the destination doesn't honor: you land on the full thread and hunt for your @ yourself.","Either make the Notifications tile open the thread scrolled to / filtered to the user's @mentions, or drop the tile and badge the Communication tile with the mention count."
P3,,ret-09,Retail client workflow end-to-end: lead capture → client lis,usability,confirmed,"Appointments on the client profile are delete-only — no edit or reschedule, unlike Tasks",index.html — the `#apMount` click listener ([data-apdel] only) vs the `#tskMount` [data-tkv] edit path; renderApptsPage(),"The #apMount click handler has exactly one branch, `[data-apdel]` with confirm+remove; rows render title/date/time/notes with only the ✕ button. Tasks on the same profile DO edit (tap `[data-tkv]` → openTaskModal(project, i)). Rescheduling an inspection — a routine act — means deleting and retyping type/date/time/notes. The lead-form-created initial appointment also stores its end time as a notes string ('Until 17:00'), which an edit flow would need to preserve.",Add tap-row-to-edit that pre-fills the add form (Type/Date/Time/notes) and updates the adb row — the pattern next door in Tasks is the copy source.
P3,,ret-10,Retail client workflow end-to-end: lead capture → client lis,consistency,confirmed,Retail stage vocabulary splits: the directory chip says 'Archived' while the profile banner and everything else say 'CLOSED',index.html — CD_STAGE_LABEL declaration beside INS_STAGE_LABEL in the directory script; renderAcxOverview()'s banner write,"`CD_STAGE_LABEL.retail = { 'Closed':'Archived' }` relabels only the Client Directory's stage chips and Milestone rail; the profile banner writes raw `stg.toUpperCase()` and retail has no relabel script (insurance and community each have one). So the same job reads 'Archived' on the list and 'CLOSED' on its profile, and the ⋮ menu offers 'Reopen as Lead' against a banner word the list never uses. One-word inconsistency, but stage vocabulary drift is the exact class 655 spent a build unifying for insurance.","Pick one retail word for Closed (Theo's call) and apply it in both places — a two-line render-time map, not a stored-value change."
P3,,ret-11,Retail client workflow end-to-end: lead capture → client lis,consistency,confirmed,"+ New → 'Task' creates an appointment, while 'Tasks' on the profile is a different checklist concept","index.html — newMenu `[data-new=""task""]` branch in the addProjectBtn/newMenu click handler; openTasksPage()/openTaskModal for the other 'task'",newMenu handler: `else if(kind === 'task'){ ... openApptDay(dateStr(today)); }` — the header's 'Task' option opens the day's appointment modal (adb rows on the team calendar). The client profile's Tasks tile is checklist.tasks with done/due/assignee via openTaskModal — a different object with the same name. A rep asked to 'add a task' from the header ends up making a calendar entry that never appears in any client's Tasks list.,"Rename the header option 'Calendar entry' (or 'Appointment'), or make it open the real task modal with a client picker — one word should mean one object."
